Date,Map,Visitor/Neutral,PTS,Home/Neutral,PTS
7/9/15,dust2,CSGO-Saloon,3,Virtus.pro,16
7/9/15,mirage,Virtus.pro,16,CSGO-Saloon,4
7/9/15,dust2,"Natus Vincere",16,MiA,5
7/9/15,mirage,"Natus Vincere",16,MiA,9
7/9/15,cobblestone,CLG,16,Luminosity,1
7/9/15,mirage,Luminosity,16,CLG,6
7/9/15,overpass,CLG,16,Luminosity,6
7/9/15,inferno,3sUP,7,Luminosity,16
7/9/15,overpass,3sUP,6,Luminosity,16
7/9/15,train,Luminosity,10,3sUP,16
7/9/15,dust2,"Games Academy",3,3sUP,16
7/9/15,train,"Games Academy",5,3sUP,16
7/9/15,inferno,3sUP,14,"Games Academy",16
6/9/15,inferno,E-frag.net,6,Kinguin,16
6/9/15,dust2,E-frag.net,12,Kinguin,16
6/9/15,cache,CLG,16,Luminosity,6
6/9/15,train,Luminosity,16,CLG,1
6/9/15,cobblestone,CLG,16,Luminosity,3
6/9/15,dust2,ACE,10,"Games Academy",16
6/9/15,cache,ACE,13,"Games Academy",16
6/9/15,cobblestone,"Games Academy",7,ACE,16
6/9/15,dust2,Liondogs,1,"Delinquent Habits",16
6/9/15,cache,"Delinquent Habits",5,Liondogs,16
6/9/15,mirage,"Delinquent Habits",16,Liondogs,2
6/9/15,mirage,"CPH Wolves",16,k1ck,5
6/9/15,cobblestone,k1ck,22,"CPH Wolves",26
6/9/15,dust2,Method,7,3sUP,16
6/9/15,train,3sUP,16,Method,12
6/9/15,inferno,HD4R,14,Enso,16
6/9/15,dust2,HD4R,12,Enso,16
6/9/15,mirage,Enso,13,HD4R,16
6/9/15,train,HellRaisers,16,SK,3
6/9/15,cache,HellRaisers,16,SK,4
6/9/15,cobblestone,"Delinquent Habits",16,Elysium,11
6/9/15,dust2,Elysium,9,"Delinquent Habits",16
6/9/15,cache,"Space Soldiers",19,Torpedo,21
6/9/15,mirage,dignitas,16,MIXCAT,12
6/9/15,cobblestone,Nexus,14,ACE,16
6/9/15,cache,Nexus,16,ACE,13
6/9/15,overpass,ACE,16,Nexus,13
6/9/15,cache,Enemy,8,Method,16
6/9/15,inferno,Method,7,Enemy,16
6/9/15,dust2,Enemy,13,Method,16
6/9/15,overpass,PENTA,12,"CPH Wolves",16
6/9/15,cache,"CPH Wolves",11,PENTA,16
6/9/15,mirage,"CPH Wolves",21,PENTA,19
6/9/15,dust2,"London C",3,HellRaisers,16
6/9/15,overpass,"London C",4,HellRaisers,16
6/9/15,cache,"Space Soldiers",16,"Los Jefes",12
6/9/15,train,INFINITY,10,Torpedo,16
6/9/15,mirage,"Vatos Locos",12,Liondogs,16
6/9/15,inferno,"Vatos Locos",14,Liondogs,16
6/9/15,cobblestone,Dobry&Gaming,18,SK,21
6/9/15,mirage,SK,16,Dobry&Gaming,4
6/9/15,cobblestone,k1ck,16,Reason,13
6/9/15,overpass,k1ck,16,Reason,12
6/9/15,overpass,Wizards,3,dignitas,16
6/9/15,cache,MIXCAT,16,EURONICS,4
6/9/15,inferno,Skyred,11,QeeYou,16
6/9/15,cobblestone,QeeYou,16,Skyred,10
6/9/15,mirage,Skyred,16,TyLoo,5
6/9/15,inferno,Skyred,16,TyLoo,11
6/9/15,inferno,Torpedo,14,PENTA,16
6/9/15,cache,Torpedo,16,PENTA,12
6/9/15,cobblestone,PENTA,16,Torpedo,10
6/9/15,cache,"London C",16,"Space Soldiers",13
6/9/15,cobblestone,"Space Soldiers",16,"London C",11
6/9/15,dust2,"Space Soldiers",12,"London C",16
6/9/15,train,HellRaisers,16,Wizards,10
6/9/15,overpass,HellRaisers,16,Wizards,4
6/9/15,inferno,Wizards,16,HellRaisers,14
6/9/15,mirage,Dobry&Gaming,16,MIXCAT,11
6/9/15,dust2,Dobry&Gaming,14,MIXCAT,16
6/9/15,cache,Dobry&Gaming,16,MIXCAT,9
6/9/15,mirage,QeeYou,16,xqR,6
6/9/15,inferno,QeeYou,16,xqR,4
6/9/15,cobblestone,k1ck,16,dignitas,7
6/9/15,mirage,k1ck,16,dignitas,14
6/9/15,mirage,"Los Jefes",14,Reason,16
6/9/15,cobblestone,Reason,16,"Los Jefes",5
6/9/15,mirage,INFINITY,9,SK,16
6/9/15,overpass,SK,16,INFINITY,2
6/9/15,dust2,"CPH Wolves",16,EURONICS,3
6/9/15,cache,"CPH Wolves",16,EURONICS,12
6/9/15,dust2,Skyred,16,nxl,8
6/9/15,mirage,nxl,16,Skyred,12
6/9/15,cobblestone,nxl,12,Skyred,16
6/9/15,cache,MVP.karnal,12,TyLoo,16
6/9/15,mirage,MVP.karnal,9,TyLoo,16
6/9/15,dust2,TyLoo,10,MVP.karnal,16
6/9/15,cobblestone,m0nster,12,xqR,16
6/9/15,cache,m0nster,11,xqR,16
6/9/15,cobblestone,iSg.vA,13,QeeYou,16
6/9/15,cache,QeeYou,16,iSg.vA,5
6/9/15,train,"Games Academy",8,CLG,16
6/9/15,dust2,CLG,16,"Games Academy",6
6/9/15,cobblestone,3sUP,13,Luminosity,16
6/9/15,cache,Luminosity,16,3sUP,11
6/9/15,dust2,"Vox Eminor",5,TRIDENT,16
6/9/15,cache,"Vox Eminor",3,TRIDENT,16
6/9/15,cobblestone,"Vox Eminor",16,TRIDENT,11
6/9/15,dust2,ACE,11,3sUP,16
6/9/15,cobblestone,3sUP,19,ACE,15
6/9/15,cache,Nexus,8,Luminosity,16
6/9/15,overpass,Luminosity,16,Nexus,5
6/9/15,train,SYF,5,Skyfire,16
6/9/15,cobblestone,Skyfire,14,SYF,16
5/9/15,mirage,Method,3,"Games Academy",16
5/9/15,cache,"Games Academy",16,Method,7
5/9/15,mirage,Enemy,3,CLG,16
5/9/15,cache,CLG,16,Enemy,1
5/9/15,dust2,"Games Academy",16,Levitate,4
5/9/15,mirage,"Games Academy",10,Luminosity,16
5/9/15,inferno,Levitate,16,"EZ on The Soul",5
5/9/15,cache,OverGaming,6,"London C",16
5/9/15,mirage,Fredde,10,k1ck,16
5/9/15,cache,"Los Jefes",16,dope,9
5/9/15,dust2,Luminosity,16,"EZ on The Soul",1
5/9/15,cobblestone,Levitate,4,"Games Academy",16
5/9/15,dust2,MIXCAT,16,roflhehe,4
5/9/15,cache,Epsilon,13,EURONICS,16
5/9/15,inferno,melty,9,Wizards,16
5/9/15,cache,Torpedo,16,Fraternitas,14
5/9/15,inferno,INFINITY,16,gBots,14
5/9/15,overpass,Nexus,16,WinOut.net,3
5/9/15,cache,Nexus,8,Method,16
5/9/15,dust2,WinOut.net,16,"Reap What You Sow",10
5/9/15,inferno,fnatic,16,TSM,9
5/9/15,mirage,TSM,13,fnatic,16
5/9/15,train,TSM,16,fnatic,6
5/9/15,dust2,TSM,10,fnatic,16
5/9/15,cobblestone,fnatic,16,TSM,12
5/9/15,inferno,WinOut.net,13,Nexus,16
5/9/15,cache,Method,16,"Reap What You Sow",11
5/9/15,cache,iSg.vA,16,1hp,6
5/9/15,mirage,Bovines,11,nxl,16
5/9/15,inferno,xqR,16,b2W,2
5/9/15,mirage,Phenomenon,16,dope,3
5/9/15,cache,dope,3,Phenomenon,16
5/9/15,overpass,CORE,2,TyLoo,16
5/9/15,cache,Swarm,9,Enemy,16
5/9/15,dust2,Enemy,7,3sUP,16
5/9/15,cobblestone,Swarm,16,"CLG Red",13
5/9/15,dust2,"CLG Red",9,3sUP,16
5/9/15,inferno,Enemy,16,Swarm,5
5/9/15,mirage,ACE,16,Excellence,2
5/9/15,overpass,Excellence,16,BitterSweetGG,2
5/9/15,dust2,CLG,16,ACE,6
5/9/15,cobblestone,ACE,16,Excellence,3
5/9/15,mirage,CLG,16,BitterSweetGG,2
4/9/15,dust2,Denmark,10,Finland,16
4/9/15,cobblestone,dope,12,PiTER,16
4/9/15,mirage,PiTER,16,dope,7
4/9/15,mirage,TSM,21,Kinguin,18
4/9/15,dust2,Kinguin,15,TSM,21
4/9/15,train,TSM,7,Kinguin,16
4/9/15,mirage,Sweden,13,Finland,16
4/9/15,cobblestone,"EZ on The Soul",16,"Anxiety Pack",9
4/9/15,inferno,"Anxiety Pack",20,"EZ on The Soul",22
4/9/15,inferno,Kinguin,16,"Natus Vincere",11
4/9/15,cache,Finland,16,Norway,12
4/9/15,dust2,"Reap What You Sow",16,"EZ on The Soul",6
4/9/15,cache,"EZ on The Soul",7,"Reap What You Sow",16
4/9/15,mirage,Phenomenon,16,"Epiphany Bolt",8
4/9/15,cache,Phenomenon,16,"Epiphany Bolt",8
4/9/15,train,mousesports,7,Kinguin,16
4/9/15,mirage,"Reap What You Sow",16,"Anxiety Pack",2
4/9/15,cache,"Reap What You Sow",16,"Anxiety Pack",6
4/9/15,cache,JAYOB,16,TRS,10
4/9/15,mirage,TRS,5,JAYOB,16
3/9/15,dust2,Titan,14,mousesports,16
3/9/15,dust2,"Natus Vincere",19,HellRaisers,21
3/9/15,overpass,"Natus Vincere",8,HellRaisers,16
3/9/15,inferno,nerdRage,16,"Space Soldiers",7
3/9/15,overpass,"Space Soldiers",8,nerdRage,16
3/9/15,dust2,nerdRage,17,"Space Soldiers",19
3/9/15,dust2,TSM,16,"Natus Vincere",10
3/9/15,train,Kinguin,16,FlipSid3,5
3/9/15,mirage,FlipSid3,8,Kinguin,16
3/9/15,cache,Kinguin,19,FlipSid3,21
3/9/15,mirage,"Epiphany Bolt",9,PiTER,16
3/9/15,cache,PiTER,16,"Epiphany Bolt",10
3/9/15,mirage,"Space Soldiers",16,Aposis,6
3/9/15,mirage,dignitas,13,Kinguin,16
3/9/15,dust2,Titan,16,INFINITY,8
3/9/15,train,INFINITY,4,Titan,16
3/9/15,cache,Dobry&Gaming,16,"VERY T0X1C",5
3/9/15,mirage,Dobry&Gaming,16,"VERY T0X1C",9
3/9/15,overpass,TSM,16,mousesports,7
3/9/15,cache,Aposis,12,nerdRage,16
3/9/15,mirage,nerdRage,16,Aposis,6
3/9/15,cobblestone,Phenomenon,16,dope,11
3/9/15,mirage,dope,13,Phenomenon,16
3/9/15,overpass,dignitas,6,"Natus Vincere",16
3/9/15,dust2,Indonesia,13,Vietnam,16
3/9/15,mirage,Indonesia,11,Vietnam,16
3/9/15,inferno,Luminosity,16,FolloweSports.com,6
3/9/15,cache,FolloweSports.com,11,Luminosity,16
3/9/15,cache,Enemy,16,compLexity,13
3/9/15,dust2,compLexity,16,Enemy,10
2/9/15,mirage,"Space Soldiers",16,"Playing Ducks",4
2/9/15,cobblestone,Aftermatch,14,Reason,16
2/9/15,cobblestone,Titan,16,dignitas,6
2/9/15,train,dignitas,15,Titan,19
2/9/15,cache,"Epiphany Bolt",16,dope,3
2/9/15,mirage,dope,16,"Epiphany Bolt",14
2/9/15,cobblestone,dope,9,"Epiphany Bolt",16
2/9/15,inferno,Aposis,16,"Playing Ducks",8
2/9/15,mirage,"Playing Ducks",12,Aposis,16
2/9/15,inferno,Caseking,17,PENTA,19
2/9/15,cache,Caseking,16,PENTA,11
2/9/15,cache,Kinguin,16,E-frag.net,8
2/9/15,mirage,Kinguin,16,E-frag.net,2
2/9/15,train,Kinguin,13,E-frag.net,16
2/9/15,train,Virtus.pro,20,EnVyUs,22
2/9/15,inferno,Virtus.pro,10,EnVyUs,16
2/9/15,mirage,Distinct5,10,eBettle,16
2/9/15,overpass,Distinct5,9,eBettle,16
2/9/15,mirage,ESC,17,"Epiphany Bolt",19
2/9/15,train,dignitas,16,Property,3
2/9/15,overpass,dignitas,8,Property,16
2/9/15,mirage,"Playing Ducks",11,KILLERFISH,16
2/9/15,dust2,KILLERFISH,16,"Playing Ducks",10
2/9/15,cobblestone,HellRaisers,16,SK,2
2/9/15,train,HellRaisers,16,SK,14
2/9/15,inferno,SK,16,HellRaisers,11
2/9/15,dust2,fnatic,16,mousesports,9
2/9/15,train,mousesports,16,fnatic,9
2/9/15,cache,fnatic,16,mousesports,3
2/9/15,mirage,"Space Soldiers",9,nerdRage,16
2/9/15,inferno,"Space Soldiers",14,nerdRage,16
2/9/15,mirage,Phenomenon,9,PiTER,16
2/9/15,dust2,Phenomenon,9,PiTER,16
2/9/15,overpass,TSM,16,"Natus Vincere",11
2/9/15,dust2,TSM,16,"Natus Vincere",9
2/9/15,inferno,Indonesia,12,China,16
2/9/15,cache,China,16,Indonesia,4
2/9/15,cache,Kyrgyzstan,0,Vietnam,16
2/9/15,inferno,Vietnam,16,Kyrgyzstan,5
2/9/15,mirage,Liquid,16,Conquest,9
2/9/15,cache,Liquid,13,Conquest,16
2/9/15,mirage,CLG,16,Coast,10
2/9/15,cache,CLG,14,Coast,16
1/9/15,cache,Dobry&Gaming,9,nerdRage,16
1/9/15,mirage,Dobry&Gaming,16,nerdRage,2
1/9/15,mirage,SK,7,Property,16
1/9/15,train,SK,11,Property,16
1/9/15,cobblestone,AlienTech,16,"Epiphany Bolt",14
1/9/15,mirage,ESC,16,Team8,7
1/9/15,cache,Epsilon,24,Dobry&Gaming,26
1/9/15,train,Phenomenon,16,hard'N'play,4
1/9/15,cache,Phenomenon,16,hard'N'play,2
1/9/15,mirage,E-frag.net,16,PiTER,6
1/9/15,overpass,E-frag.net,16,PiTER,6
1/9/15,dust2,Kinguin,16,"Vega Squadron",9
1/9/15,cache,Kinguin,16,"Vega Squadron",7
1/9/15,cache,uX,16,myKPV,11
1/9/15,mirage,uX,5,myKPV,16
1/9/15,cache,INFINITY,12,Property,16
1/9/15,cobblestone,Property,16,INFINITY,8
1/9/15,cache,Team8,14,AlienTech,16
1/9/15,mirage,"Epiphany Bolt",16,ESC,6
1/9/15,train,Dobry&Gaming,13,nerdRage,16
1/9/15,mirage,Dobry&Gaming,16,nerdRage,14
1/9/15,cache,nerdRage,16,Dobry&Gaming,11
1/9/15,cobblestone,SK,16,AlienTech,2
1/9/15,overpass,AlienTech,5,SK,16
1/9/15,dust2,Reason,4,HellRaisers,16
1/9/15,cobblestone,HellRaisers,16,Reason,14
1/9/15,overpass,HellRaisers,4,Reason,16
1/9/15,inferno,Epsilon,16,ESC,5
1/9/15,dust2,eBettle,16,Kinguin,6
1/9/15,train,Kinguin,16,eBettle,7
1/9/15,cobblestone,Pries,19,dope,17
1/9/15,dust2,Pries,16,dope,6
1/9/15,overpass,mousesports,16,dignitas,8
1/9/15,dust2,dignitas,7,mousesports,16
1/9/15,train,mousesports,10,dignitas,16
1/9/15,mirage,dignitas,11,mousesports,16
1/9/15,mirage,CLG,16,Conquest,13
1/9/15,dust2,Belarus,19,Ireland,17
1/9/15,mirage,Ireland,0,Belarus,16
1/9/15,cache,Macedonia,14,Romania,16
1/9/15,mirage,Romania,16,Macedonia,4
1/9/15,overpass,Philippines,16,Nepal,4
1/9/15,mirage,Indonesia,16,Philippines,2
1/9/15,dust2,Nepal,4,Indonesia,16
1/9/15,cache,CLG,9,compLexity,16
1/9/15,dust2,compLexity,7,CLG,16
1/9/15,mirage,3sUP,10,Luminosity,16
1/9/15,cobblestone,Luminosity,16,3sUP,8
31/8/15,inferno,GLG,19,CeX,21
31/8/15,cache,"United Estonia",16,fm-eSports,8
31/8/15,mirage,Enso,12,"Vega Squadron",16
31/8/15,dust2,Enso,9,"Vega Squadron",16
31/8/15,dust2,Titan,16,HellRaisers,14
31/8/15,overpass,Titan,16,HellRaisers,12
31/8/15,cache,INFINITY,16,Aftermatch,10
31/8/15,cobblestone,3v,5,Reason,16
31/8/15,overpass,SK,16,volgare,6
31/8/15,mirage,volgare,10,SK,16
31/8/15,cobblestone,dignitas,5,fnatic,16
31/8/15,cache,fnatic,16,dignitas,8
31/8/15,overpass,fish123,11,Infused,16
31/8/15,mirage,Epsilon,7,Dobry&Gaming,16
31/8/15,cache,Dobry&Gaming,16,Epsilon,4
31/8/15,inferno,3v,10,INFINITY,16
31/8/15,inferno,Reason,11,Aftermatch,16
31/8/15,overpass,Choke,13,CSGOCasino.net,16
31/8/15,overpass,Titan,17,mousesports,21
31/8/15,train,mousesports,7,Titan,16
31/8/15,cobblestone,Titan,9,mousesports,16
31/8/15,overpass,Reason,14,Property,16
31/8/15,inferno,Property,12,Reason,16
31/8/15,cache,ESC,8,nerdRage,16
31/8/15,mirage,ESC,13,nerdRage,16
31/8/15,inferno,nerdRage,18,ESC,21
31/8/15,dust2,"Epiphany Bolt",16,Pries,5
31/8/15,mirage,"Epiphany Bolt",16,Pries,13
31/8/15,cobblestone,Croatia,2,Ukraine,16
31/8/15,inferno,Ukraine,16,Croatia,5
31/8/15,mirage,Germany,16,Lithuania,14
31/8/15,dust2,Lithuania,3,Germany,16
31/8/15,cache,Palestine,4,Kyrgyzstan,16
31/8/15,dust2,India,16,Palestine,8
31/8/15,mirage,India,2,Kyrgyzstan,16
31/8/15,inferno,Coast,16,Enemy,13
31/8/15,overpass,Enemy,12,Coast,16
30/8/15,cache,"Vega Squadron",16,KappaKappa,7
30/8/15,cobblestone,"GREAT ONE-LINERS",14,PiTER,16
30/8/15,cache,"Los Jefes",14,KappaKappa,16
30/8/15,overpass,Choke,11,EZskins.com,16
30/8/15,inferno,EZskins.com,16,Choke,8
30/8/15,cache,AliGon,16,PiTER,21
30/8/15,cobblestone,dignitas,16,Titan,12
30/8/15,mirage,Titan,16,dignitas,8
30/8/15,train,dignitas,16,Titan,9
30/8/15,mirage,"Vega Squadron",16,Dobry&Gaming,6
30/8/15,cobblestone,"GREAT ONE-LINERS",16,GameplayDNA,3
30/8/15,dust2,Fraternitas,12,E-frag.net,16
30/8/15,mirage,Fraternitas,9,E-frag.net,16
30/8/15,cache,Fraternitas,16,E-frag.net,9
30/8/15,overpass,dignitas,16,"CPH Wolves",7
30/8/15,mirage,"CPH Wolves",15,dignitas,19
30/8/15,dust2,HellRaisers,8,E-frag.net,16
30/8/15,overpass,E-frag.net,16,HellRaisers,13
30/8/15,overpass,mousesports,9,fnatic,16
30/8/15,cache,fnatic,13,mousesports,16
30/8/15,train,mousesports,5,fnatic,16
30/8/15,cache,Slovenia,8,Norway,16
30/8/15,inferno,Norway,16,Slovenia,3
30/8/15,cache,Infused,14,Choke,16
30/8/15,dust2,Infused,16,Choke,9
30/8/15,overpass,Infused,19,Choke,21
30/8/15,dust2,Spain,16,Italy,3
30/8/15,train,Spain,13,Italy,16
30/8/15,inferno,Italy,13,Spain,16
30/8/15,mirage,Singapore,16,Japan,12
30/8/15,inferno,Vietnam,16,Singapore,1
30/8/15,mirage,"South Korea",6,Japan,16
30/8/15,cache,ACG,6,HD4R,16
30/8/15,mirage,ACG,14,HD4R,16
29/8/15,inferno,Aftermatch,6,AlienTech,16
29/8/15,dust2,Reason,16,"Space Soldiers",6
29/8/15,dust2,myKPV,12,Aftermatch,16
29/8/15,mirage,"Space Soldiers",16,SK,5
29/8/15,mirage,HD4R,7,Pries,16
29/8/15,cache,Pries,16,HD4R,8
29/8/15,dust2,Aspen,8,Reason,16
29/8/15,cobblestone,AlienTech,16,OMNIPOTENCE,5
29/8/15,mirage,E-frag.net,16,"Playing Ducks",3
29/8/15,inferno,E-frag.net,16,"Playing Ducks",4
29/8/15,dust2,KIYF,4,"Playing Ducks",16
29/8/15,mirage,"Playing Ducks",19,KIYF,17
29/8/15,overpass,Virtus.pro,16,"Natus Vincere",11
29/8/15,train,"Natus Vincere",24,Virtus.pro,26
29/8/15,inferno,Virtus.pro,16,"Natus Vincere",6
29/8/15,mirage,Iceland,16,"Czech Republic",13
29/8/15,dust2,"Czech Republic",12,Iceland,16
29/8/15,inferno,Iceland,1,"Czech Republic",16
29/8/15,mirage,Turkey,16,Georgia,10
29/8/15,dust2,Georgia,16,Turkey,11
29/8/15,cache,Georgia,10,Turkey,16
29/8/15,mirage,Singapore,15,"South Korea",15
29/8/15,mirage,dope,19,ACG,17
29/8/15,cache,dope,12,ACG,16
29/8/15,dust2,dope,16,ACG,14
29/8/15,mirage,"South Korea",7,Vietnam,16
29/8/15,cache,Vietnam,16,Japan,12
29/8/15,cache,Swarm,16,"Astral Authority",6
29/8/15,cobblestone,"Astral Authority",8,Swarm,16
29/8/15,dust2,Swarm,10,"Astral Authority",16
28/8/15,mirage,Sweden,11,Denmark,16
28/8/15,mirage,Denmark,20,Finland,20
28/8/15,train,hard'N'play,8,Enso,16
28/8/15,overpass,Enso,16,hard'N'play,6
28/8/15,inferno,Norway,12,Finland,16
28/8/15,mirage,Virtus.pro,16,TSM,12
28/8/15,cache,TSM,12,Virtus.pro,16
28/8/15,overpass,Virtus.pro,6,TSM,16
28/8/15,train,TSM,14,Virtus.pro,16
28/8/15,inferno,Virtus.pro,13,TSM,16
28/8/15,mirage,"United Kingdom",16,Moldova,4
28/8/15,dust2,Moldova,10,"United Kingdom",16
28/8/15,cobblestone,Hungary,16,Estonia,11
28/8/15,mirage,Estonia,3,Hungary,16
28/8/15,cache,Hungary,8,Estonia,16
28/8/15,mirage,China,16,Thailand,9
28/8/15,cache,"Sri Lanka",7,Thailand,16
28/8/15,dust2,"Sri Lanka",4,Malaysia,16
28/8/15,cobblestone,Conquest,16,CLG,14
28/8/15,mirage,Method,16,Mythic,13
28/8/15,cache,Mythic,14,Method,16
27/8/15,dust2,"Space Soldiers",10,Reason,16
27/8/15,inferno,"Space Soldiers",16,Reason,11
27/8/15,cobblestone,Reason,16,"Space Soldiers",8
27/8/15,mirage,"CPH Wolves",16,INFINITY,7
27/8/15,cache,INFINITY,16,"CPH Wolves",19
27/8/15,overpass,SK,16,Kinguin,14
27/8/15,train,Kinguin,9,SK,16
27/8/15,overpass,KILLERFISH,19,Reason,22
27/8/15,overpass,TSM,12,"Natus Vincere",16
27/8/15,dust2,"Natus Vincere",16,TSM,4
27/8/15,mirage,TSM,16,"Natus Vincere",12
27/8/15,inferno,Property,9,HellRaisers,16
27/8/15,cobblestone,HellRaisers,16,Property,9
27/8/15,inferno,E-frag.net,16,nerdRage,10
27/8/15,overpass,E-frag.net,16,nerdRage,8
27/8/15,dust2,KILLERFISH,14,"Space Soldiers",16
27/8/15,cache,KILLERFISH,16,"Space Soldiers",11
27/8/15,mirage,"Space Soldiers",16,KILLERFISH,5
27/8/15,cobblestone,dignitas,14,Dobry&Gaming,16
27/8/15,overpass,Dobry&Gaming,19,dignitas,17
27/8/15,train,dignitas,16,Dobry&Gaming,14
27/8/15,train,Kinguin,8,Virtus.pro,16
27/8/15,cache,Virtus.pro,16,Kinguin,10
27/8/15,mirage,Portugal,16,Switzerland,3
27/8/15,dust2,Switzerland,8,Portugal,16
27/8/15,cache,Bulgaria,8,Latvia,16
27/8/15,inferno,Latvia,19,Bulgaria,17
27/8/15,mirage,Thailand,16,Malaysia,12
27/8/15,dust2,China,16,Malaysia,14
27/8/15,cache,China,16,"Sri Lanka",1
27/8/15,mirage,Mortality,12,3sUP,16
27/8/15,dust2,Mortality,20,3sUP,22
27/8/15,overpass,CLG,16,Liquid,14
27/8/15,dust2,CLG,16,Liquid,6
27/8/15,train,Liquid,16,CLG,14
27/8/15,cache,Enemy,9,Method,16
27/8/15,dust2,Method,16,Enemy,7
26/8/15,cobblestone,Reason,16,XPC,8
26/8/15,cache,Dobry&Gaming,19,Property,22
26/8/15,mirage,Property,10,Dobry&Gaming,16
26/8/15,train,dignitas,16,FlipSid3,11
26/8/15,mirage,FlipSid3,8,dignitas,16
26/8/15,overpass,Virtus.pro,6,"Natus Vincere",16
26/8/15,inferno,Virtus.pro,13,"Natus Vincere",16
26/8/15,train,"Natus Vincere",13,Virtus.pro,16
26/8/15,cache,myKPV,7,mousesports,16
26/8/15,dust2,mousesports,31,myKPV,27
26/8/15,cache,"Vega Squadron",16,Phenomenon,7
26/8/15,mirage,"Vega Squadron",16,Phenomenon,9
26/8/15,overpass,Property,9,dignitas,16
26/8/15,mirage,dignitas,19,Property,17
26/8/15,dust2,Reason,5,KILLERFISH,16
26/8/15,mirage,KILLERFISH,11,Reason,16
26/8/15,overpass,KILLERFISH,16,Reason,5
26/8/15,cache,KILLERFISH,16,Planetkey,6
26/8/15,dust2,KILLERFISH,11,Planetkey,16
26/8/15,train,Property,16,E-frag.net,14
26/8/15,cache,Property,14,E-frag.net,16
26/8/15,inferno,FlipSid3,16,dignitas,6
26/8/15,mirage,dignitas,16,FlipSid3,5
26/8/15,mirage,XPC,12,"Space Soldiers",16
26/8/15,cobblestone,"Space Soldiers",16,XPC,2
26/8/15,inferno,"Space Soldiers",8,XPC,16
26/8/15,dust2,Dobry&Gaming,9,mousesports,16
26/8/15,train,mousesports,16,Dobry&Gaming,11
26/8/15,dust2,Kinguin,12,TSM,16
26/8/15,train,TSM,16,Kinguin,5
26/8/15,inferno,FlipSid3,19,Property,16
26/8/15,mirage,FlipSid3,16,Property,14
26/8/15,cache,Conquest,16,3sUP,11
26/8/15,mirage,3sUP,16,Conquest,10
26/8/15,cache,mouseSpaz,22,WOOSAH,20
26/8/15,cobblestone,mouseSpaz,8,WOOSAH,16
26/8/15,inferno,WOOSAH,13,mouseSpaz,16
26/8/15,overpass,mouseSpaz,16,WOOSAH,13
26/8/15,mirage,WOOSAH,16,mouseSpaz,12
25/8/15,cache,fish123,16,CeX,11
25/8/15,mirage,Kinguin,6,FlipSid3,16
25/8/15,train,FlipSid3,16,Kinguin,14
25/8/15,inferno,volgare,14,Reason,16
25/8/15,cobblestone,Reason,19,volgare,17
25/8/15,cache,TSK,7,nerdRage,16
25/8/15,mirage,TSK,16,nerdRage,4
25/8/15,inferno,Choke,16,fm-eSports,12
25/8/15,inferno,Caseking,14,"Playing Ducks",16
25/8/15,dust2,"Playing Ducks",9,Caseking,16
25/8/15,dust2,uX,2,PENTA,16
25/8/15,mirage,PENTA,19,uX,17
25/8/15,cache,Infused,16,GLG,1
25/8/15,inferno,HellRaisers,16,INFINITY,5
25/8/15,dust2,INFINITY,13,HellRaisers,16
25/8/15,inferno,FlipSid3,16,E-frag.net,7
25/8/15,cobblestone,E-frag.net,16,FlipSid3,13
25/8/15,dust2,CSGOCasino.net,16,"United Estonia",2
25/8/15,mirage,TSK,16,myKPV,14
25/8/15,dust2,nerdRage,16,TSK,4
25/8/15,cache,nerdRage,16,TSK,6
25/8/15,mirage,"Worst Players",16,eBettle,6
25/8/15,overpass,eBettle,16,"Worst Players",11
25/8/15,overpass,FlipSid3,12,"Worst Players",16
25/8/15,train,FlipSid3,16,"Worst Players",13
25/8/15,cache,compLexity,13,Liquid,16
25/8/15,dust2,Liquid,16,compLexity,2
25/8/15,cache,Mythic,16,Mortality,7
25/8/15,dust2,Mythic,14,Mortality,16
24/8/15,inferno,myKPV,16,"Games4u fe",5
24/8/15,dust2,Reason,13,"Worst Players",16
24/8/15,cache,"Worst Players",16,Reason,7
24/8/15,mirage,myKPV,14,TSK,16
24/8/15,cache,myKPV,9,TSK,16
24/8/15,mirage,"Games4u fe",8,nerdRage,16
24/8/15,dust2,"Games4u fe",6,nerdRage,16
24/8/15,inferno,LunatiK,16,FolloweSports.com,2
24/8/15,cache,FolloweSports.com,16,LunatiK,10
23/8/15,cobblestone,EnVyUs,7,fnatic,16
23/8/15,dust2,fnatic,19,EnVyUs,15
23/8/15,cobblestone,fnatic,16,Virtus.pro,7
23/8/15,inferno,Virtus.pro,14,fnatic,16
23/8/15,mirage,fnatic,6,Virtus.pro,16
23/8/15,inferno,TSM,9,EnVyUs,16
23/8/15,dust2,EnVyUs,8,TSM,16
23/8/15,cache,TSM,12,EnVyUs,16
22/8/15,mirage,Luminosity,14,fnatic,16
22/8/15,train,fnatic,16,Luminosity,5
22/8/15,inferno,Virtus.pro,16,NiP,5
22/8/15,train,NiP,14,Virtus.pro,16
22/8/15,overpass,Kinguin,8,TSM,16
22/8/15,dust2,TSM,16,Kinguin,6
22/8/15,mirage,EnVyUs,16,"Natus Vincere",10
22/8/15,inferno,"Natus Vincere",13,EnVyUs,16
21/8/15,cobblestone,Luminosity,22,FlipSid3,18
