Date,Map,Visitor/Neutral,PTS,Home/Neutral,PTS
8/10/15,dust2,Indonesia,6,Germany,16
8/10/15,dust2,Tunisia,10,Kyrgyzstan,16
8/10/15,mirage,Tunisia,14,Kyrgyzstan,16
8/10/15,inferno,Sweden,16,Serbia,7
8/10/15,cobblestone,Enemy,16,FolloweSports.com,11
8/10/15,mirage,Liquid,16,Coast,7
8/10/15,cache,Liquid,16,Coast,8
8/10/15,cobblestone,Method,16,Enemy,5
8/10/15,overpass,Liquid,16,FolloweSports.com,2
8/10/15,cobblestone,Liquid,16,Method,4
8/10/15,mirage,Denial,16,Coast,6
8/10/15,dust2,Coast,16,Denial,11
7/10/15,inferno,Titan,13,Property,16
7/10/15,cobblestone,Property,5,Titan,16
7/10/15,cobblestone,SK,10,fnatic,16
7/10/15,cache,BX3,9,ESC,16
7/10/15,train,HellRaisers,12,dignitas,16
7/10/15,cache,ExAequo,16,"RIP Fonty",9
7/10/15,cobblestone,ExAequo,16,"RIP Fonty",1
7/10/15,mirage,KIYF,13,gBots,16
7/10/15,dust2,KIYF,7,gBots,16
7/10/15,inferno,BX3,10,"Epiphany Bolt",16
7/10/15,train,Titan,16,G2,12
7/10/15,dust2,G2,13,Titan,16
7/10/15,mirage,Choke,8,ESC,16
7/10/15,mirage,x6tence,12,OverGaming,16
7/10/15,cache,x6tence,5,OverGaming,16
7/10/15,train,"Epiphany Bolt",16,Choke,2
7/10/15,dust2,G2,12,HellRaisers,16
7/10/15,overpass,HellRaisers,16,G2,19
7/10/15,cache,BX3,16,ESC,8
7/10/15,train,Enemy,16,FolloweSports.com,5
7/10/15,mirage,Denial,16,Liquid,12
7/10/15,cache,Liquid,16,Denial,6
7/10/15,inferno,Enemy,16,Method,7
7/10/15,overpass,Method,11,Liquid,16
7/10/15,cobblestone,3sUP,16,FolloweSports.com,8
7/10/15,train,FolloweSports.com,19,3sUP,15
6/10/15,cobblestone,NiP,2,HellRaisers,16
6/10/15,cobblestone,dignitas,19,mousesports,15
6/10/15,mirage,"RIP Fonty",14,"Easy Fix",16
6/10/15,cache,"Easy Fix",13,"RIP Fonty",16
6/10/15,mirage,Orgless,16,"London C",5
6/10/15,train,Orgless,16,"London C",8
6/10/15,dust2,Orgless,5,"London C",16
6/10/15,train,CSGL,2,SK,16
6/10/15,overpass,CSGL,11,SK,16
6/10/15,cobblestone,Titan,16,NiP,21
6/10/15,train,GreyFace,14,KILLERFISH,16
6/10/15,mirage,KILLERFISH,16,GreyFace,1
6/10/15,cobblestone,TES,16,iDomina,8
6/10/15,mirage,iDomina,8,TES,16
6/10/15,train,G2,13,EnVyUs,16
6/10/15,cobblestone,NiP,10,TSM,16
6/10/15,cobblestone,HellRaisers,16,FlipSid3,7
6/10/15,cache,FlipSid3,13,HellRaisers,16
6/10/15,cobblestone,ExAequo,16,"Swag Silicone",1
6/10/15,dust2,ExAequo,16,"Swag Silicone",7
6/10/15,mirage,KILLERFISH,16,"Worst Players",8
6/10/15,cobblestone,NiP,14,fnatic,16
6/10/15,overpass,TSM,16,Titan,5
6/10/15,inferno,BX3,9,Torpedo,16
6/10/15,train,BX3,8,Torpedo,16
6/10/15,train,SK,10,E-frag.net,16
6/10/15,inferno,E-frag.net,16,SK,6
6/10/15,cobblestone,PENTA,12,Vexed,16
6/10/15,inferno,Vexed,16,PENTA,4
6/10/15,train,fnatic,13,Titan,16
6/10/15,overpass,TSM,16,HellRaisers,5
6/10/15,train,Orgless,16,CSGL,3
6/10/15,cobblestone,Orgless,16,CSGL,4
6/10/15,inferno,G2,16,dignitas,7
6/10/15,train,dignitas,16,G2,12
6/10/15,cache,"Worst Players",14,GreyFace,16
6/10/15,mirage,GreyFace,16,"Worst Players",13
6/10/15,dust2,FolloweSports.com,4,Luminosity,16
6/10/15,cobblestone,Luminosity,16,FolloweSports.com,9
6/10/15,dust2,compLexity,14,Trifecta,16
6/10/15,overpass,Trifecta,16,compLexity,8
6/10/15,cobblestone,"Games Academy",16,ex-eLevate,14
6/10/15,cache,ex-eLevate,1,"Games Academy",16
6/10/15,train,Winterfox,5,CLG,16
6/10/15,cobblestone,CLG,21,Winterfox,25
5/10/15,inferno,"LDLC White",16,Evokate,10
5/10/15,dust2,Evokate,5,"LDLC White",16
5/10/15,overpass,FlipSid3,16,E-frag.net,13
5/10/15,train,E-frag.net,14,FlipSid3,16
5/10/15,cache,SkinsVault,3,KILLERFISH,16
5/10/15,cobblestone,Vexed,6,"Natus Vincere",16
5/10/15,dust2,Vexed,16,"Natus Vincere",19
5/10/15,cobblestone,dignitas,16,CSGL,5
5/10/15,mirage,CSGL,6,dignitas,16
5/10/15,cache,GreyFace,16,KILLERFISH,5
5/10/15,mirage,GreyFace,16,KILLERFISH,13
5/10/15,cobblestone,MaxAndRelax,16,"Worst Players",8
5/10/15,cache,"Worst Players",8,MaxAndRelax,16
5/10/15,inferno,unKnights,5,Pulse,16
5/10/15,cache,Pulse,16,unKnights,11
5/10/15,mirage,unKnights,22,Pulse,19
5/10/15,cache,E-frag.net,16,"No Problem!",12
5/10/15,mirage,E-frag.net,16,"No Problem!",4
5/10/15,cache,HellRaisers,16,PENTA,9
5/10/15,dust2,HellRaisers,16,PENTA,6
5/10/15,mirage,HellRaisers,14,PENTA,16
5/10/15,dust2,SkinsVault,17,"Worst Players",21
5/10/15,mirage,"Worst Players",16,SkinsVault,8
5/10/15,train,nxl,16,TheMongolz,9
5/10/15,mirage,TheMongolz,6,nxl,16
5/10/15,dust2,nxl,16,TheMongolz,8
5/10/15,cache,TheMongolz,16,nxl,6
5/10/15,inferno,nxl,23,TheMongolz,25
5/10/15,mirage,Winterfox,16,FolloweSports.com,11
5/10/15,dust2,FolloweSports.com,16,Winterfox,11
5/10/15,mirage,Enemy,10,Conquest,16
5/10/15,inferno,Conquest,16,Enemy,11
5/10/15,inferno,Winterfox,13,Luminosity,16
5/10/15,cache,Luminosity,16,Winterfox,4
5/10/15,cache,Winterfox,7,Conquest,16
5/10/15,inferno,Winterfox,6,Conquest,16
4/10/15,inferno,"Worst Players",5,Orgless,16
4/10/15,mirage,Orgless,16,"Worst Players",10
4/10/15,mirage,MaxAndRelax,12,FlipSid3,16
4/10/15,train,MaxAndRelax,3,FlipSid3,16
4/10/15,dust2,E-frag.net,6,Titan,16
4/10/15,overpass,Titan,19,E-frag.net,15
4/10/15,cobblestone,KILLERFISH,16,"Worst Players",11
4/10/15,mirage,KILLERFISH,16,"Worst Players",12
4/10/15,mirage,ttc,16,"CPH Wolves",14
4/10/15,cobblestone,"CPH Wolves",9,ttc,16
4/10/15,cache,ttc,14,"CPH Wolves",16
4/10/15,overpass,HellRaisers,16,E-frag.net,11
4/10/15,dust2,E-frag.net,16,HellRaisers,14
4/10/15,inferno,FlipSid3,16,Torpedo,5
4/10/15,dust2,Torpedo,10,FlipSid3,16
4/10/15,train,Torpedo,16,FlipSid3,13
4/10/15,dust2,nxl,19,MVP.karnal,15
4/10/15,cache,nxl,16,MVP.karnal,13
4/10/15,overpass,Virtus.pro,12,TSM,16
4/10/15,train,TSM,16,Virtus.pro,12
4/10/15,train,OverGaming,5,Epsilon,16
4/10/15,mirage,Epsilon,16,OverGaming,2
4/10/15,mirage,Exile5,16,"Animal Squad",8
4/10/15,inferno,TyLoo,11,TheMongolz,16
4/10/15,cache,TheMongolz,22,TyLoo,20
4/10/15,mirage,carboN,13,Bravado,16
4/10/15,inferno,carboN,8,Bravado,16
4/10/15,cache,Chiefs,13,Immunity,16
4/10/15,dust2,fnatic,12,Virtus.pro,16
4/10/15,train,fnatic,12,Virtus.pro,16
4/10/15,dust2,fSociety,16,Renegades,14
4/10/15,cache,x6tence,10,Epsilon,16
4/10/15,mirage,Epsilon,11,x6tence,16
4/10/15,overpass,x6tence,15,Epsilon,21
3/10/15,inferno,Pries,12,Enso,16
3/10/15,mirage,Enso,8,Pries,16
3/10/15,train,Enso,16,Pries,14
3/10/15,inferno,eNergy,16,Aperture,0
3/10/15,mirage,Aperture,16,eNergy,5
3/10/15,overpass,eNergy,16,Aperture,3
3/10/15,mirage,PENTA,16,CSGL,5
3/10/15,dust2,CSGL,16,PENTA,19
3/10/15,train,TSM,16,Virtus.pro,14
3/10/15,inferno,Virtus.pro,12,TSM,16
3/10/15,train,E-frag.net,16,Enervate,3
3/10/15,mirage,E-frag.net,16,Enervate,8
3/10/15,inferno,Aperture,10,carboN,16
3/10/15,cache,Aperture,9,carboN,16
3/10/15,dust2,31337,14,ATB,16
3/10/15,cache,31337,16,ATB,10
3/10/15,mirage,ATB,25,31337,23
3/10/15,overpass,CSGL,16,Vexed,10
3/10/15,cobblestone,CSGL,7,Vexed,16
3/10/15,mirage,Vexed,9,CSGL,16
3/10/15,cache,summa.gg,7,OverGaming,16
3/10/15,inferno,OverGaming,16,summa.gg,8
3/10/15,cache,"Animal Squad",16,Renegades,8
3/10/15,dust2,Bravado,16,eNergy,2
3/10/15,mirage,eNergy,9,Bravado,16
3/10/15,overpass,TyLoo,16,m0nster,1
3/10/15,cobblestone,m0nster,13,TyLoo,16
3/10/15,cache,CSGL,16,31337,13
3/10/15,mirage,CSGL,16,31337,5
3/10/15,overpass,Exile5,15,Immunity,21
3/10/15,overpass,Liquid,7,fnatic,16
3/10/15,cobblestone,Liquid,16,fnatic,12
3/10/15,cache,fnatic,16,Liquid,9
3/10/15,mirage,Chiefs,13,fSociety,16
3/10/15,cobblestone,ATB,3,Vexed,16
3/10/15,mirage,Vexed,16,ATB,3
3/10/15,cache,DeToNator,8,"Rapture Play",16
3/10/15,dust2,"Rapture Play",22,DeToNator,19
2/10/15,overpass,ESC,2,"No Problem!",16
2/10/15,cache,"No Problem!",14,ESC,16
2/10/15,mirage,ESC,11,"No Problem!",16
2/10/15,cache,"Epiphany Bolt",10,"No Problem!",16
2/10/15,cobblestone,"Epiphany Bolt",6,"No Problem!",16
2/10/15,mirage,"No Problem!",14,"Epiphany Bolt",16
2/10/15,mirage,E-frag.net,13,SK,16
2/10/15,overpass,SK,22,E-frag.net,18
2/10/15,inferno,SK,10,E-frag.net,16
2/10/15,dust2,fnatic,10,TSM,16
2/10/15,inferno,TSM,16,fnatic,14
2/10/15,train,ESC,16,"Worst Players",4
2/10/15,mirage,ESC,16,"Worst Players",19
2/10/15,cache,"Worst Players",14,ESC,16
2/10/15,cobblestone,TheMongolz,16,Insidious,3
2/10/15,inferno,Insidious,6,TheMongolz,16
2/10/15,mirage,Liquid,9,Virtus.pro,16
2/10/15,overpass,Virtus.pro,16,Liquid,14
2/10/15,mirage,Coast,13,Cloud9,16
2/10/15,dust2,FolloweSports.com,8,Trifecta,16
2/10/15,cobblestone,FolloweSports.com,16,Trifecta,8
2/10/15,train,Conquest,11,Luminosity,16
2/10/15,train,Cloud9,16,Luminosity,6
1/10/15,inferno,Belgium,16,Finland,14
1/10/15,dust2,Belgium,2,Finland,16
1/10/15,cobblestone,Finland,13,Belgium,16
1/10/15,cache,"Epiphany Bolt",6,"No Problem!",16
1/10/15,mirage,"Epiphany Bolt",7,"No Problem!",16
1/10/15,cobblestone,"No Problem!",9,"Epiphany Bolt",16
1/10/15,overpass,EnVyUs,16,dignitas,8
1/10/15,mirage,TES,16,"Swag Silicone",10
1/10/15,cobblestone,"Swag Silicone",16,TES,12
1/10/15,cache,BX3,12,ESC,16
1/10/15,inferno,Russia,16,Hungary,12
1/10/15,overpass,Hungary,7,Russia,16
1/10/15,dust2,KIYF,19,Play2Win,16
1/10/15,cache,KIYF,6,Play2Win,16
1/10/15,mirage,KIYF,16,Play2Win,12
1/10/15,dust2,"Easy Fix",16,iDomina,0
1/10/15,cache,"Easy Fix",16,iDomina,5
1/10/15,cache,"Epiphany Bolt",16,BX3,6
1/10/15,inferno,dignitas,16,SK,14
1/10/15,cobblestone,"CPH Wolves",16,PENTA,8
1/10/15,cache,PENTA,7,"CPH Wolves",16
1/10/15,mirage,PENTA,19,"CPH Wolves",17
1/10/15,cobblestone,Poland,16,Slovakia,6
1/10/15,mirage,Poland,9,Slovakia,16
1/10/15,cache,Slovakia,14,Poland,16
1/10/15,train,SK,10,EnVyUs,16
1/10/15,cache,"Playing Ducks",12,ESC,16
1/10/15,overpass,XPRESIV'E,11,x6tence,16
1/10/15,mirage,x6tence,16,XPRESIV'E,14
1/10/15,cache,NiP,11,HellRaisers,16
1/10/15,train,Orbit,16,KILLERFISH,12
1/10/15,cobblestone,KILLERFISH,16,Orbit,19
1/10/15,mirage,"Epiphany Bolt",16,"Playing Ducks",14
1/10/15,overpass,CSGL,16,Property,12
1/10/15,cobblestone,CSGL,16,Property,11
1/10/15,cobblestone,SK,12,PENTA,16
1/10/15,mirage,SK,9,PENTA,16
1/10/15,dust2,France,16,Iceland,10
1/10/15,cache,France,16,Iceland,12
1/10/15,cache,"All-Star Dragon",16,"All-Star Tiger",2
1/10/15,dust2,"All-Star Tiger",12,"All-Star Dragon",16
1/10/15,cache,ESC,13,BX3,16
1/10/15,overpass,3sUP,16,Enemy,7
1/10/15,cobblestone,FolloweSports.com,16,Winterfox,9
1/10/15,mirage,CLG,16,Method,9
1/10/15,cache,Method,14,CLG,16
1/10/15,mirage,Cloud9,16,FolloweSports.com,19
1/10/15,dust2,Winterfox,1,Cloud9,16
1/10/15,cache,CLG,16,3sUP,1
1/10/15,cobblestone,3sUP,8,CLG,16
1/10/15,overpass,compLexity,16,Luminosity,5
30/9/15,overpass,Titan,9,HellRaisers,16
30/9/15,cache,TSM,16,Virtus.pro,11
30/9/15,cobblestone,dignitas,16,Titan,5
30/9/15,inferno,XPC,6,"No Problem!",16
30/9/15,cache,FlipSid3,16,CSGL,13
30/9/15,train,FlipSid3,16,CSGL,11
30/9/15,cobblestone,HellRaisers,12,EnVyUs,16
30/9/15,inferno,Virtus.pro,14,Titan,16
30/9/15,inferno,Sweden,16,Kazakhstan,6
30/9/15,dust2,Sweden,16,Kazakhstan,4
30/9/15,cache,Lions,16,PENTA,13
30/9/15,inferno,Lions,16,PENTA,19
30/9/15,mirage,Lions,19,PENTA,16
30/9/15,overpass,Portugal,12,Norway,16
30/9/15,cache,Portugal,21,Norway,25
30/9/15,dust2,Norway,14,Portugal,16
30/9/15,mirage,Planetkey,16,"EYES ON U",9
30/9/15,dust2,Planetkey,16,"EYES ON U",7
30/9/15,overpass,"No Problem!",6,"Worst Players",16
30/9/15,inferno,mousesports,14,dignitas,16
30/9/15,cobblestone,mousesports,14,dignitas,16
30/9/15,dust2,TSM,16,G2,5
30/9/15,mirage,EnVyUs,19,Virtus.pro,16
30/9/15,mirage,XPC,16,"LGB fe",2
30/9/15,dust2,fnatic,10,Virtus.pro,16
30/9/15,dust2,"Natus Vincere",16,EnVyUs,11
30/9/15,cache,"London C",14,SK,16
30/9/15,inferno,SK,16,"London C",6
30/9/15,train,CSGL,16,MaxAndRelax,8
30/9/15,cache,MaxAndRelax,12,CSGL,16
30/9/15,mirage,"Worst Players",16,"LGB fe",1
30/9/15,dust2,PENTA,11,HellRaisers,16
30/9/15,mirage,HellRaisers,13,PENTA,16
30/9/15,cobblestone,Spain,12,Germany,16
30/9/15,dust2,Spain,14,Germany,16
30/9/15,cache,Germany,12,Spain,16
30/9/15,mirage,XPC,2,"No Problem!",16
30/9/15,train,PiTER,3,E-frag.net,16
30/9/15,mirage,PiTER,7,E-frag.net,16
30/9/15,dust2,Enervate,6,PiTER,16
30/9/15,cache,PiTER,10,Enervate,16
30/9/15,cobblestone,Enervate,5,PiTER,16
30/9/15,overpass,PiTER,5,E-frag.net,16
30/9/15,cache,E-frag.net,16,PiTER,2
30/9/15,cache,Coast,7,Winterfox,16
30/9/15,mirage,CLG,14,Leader-1,16
30/9/15,mirage,3sUP,6,Method,16
30/9/15,train,Method,16,3sUP,12
30/9/15,cobblestone,Conquest,17,compLexity,19
30/9/15,mirage,Swarm,16,Enemy,13
30/9/15,mirage,3sUP,17,compLexity,19
30/9/15,dust2,Luminosity,16,Coast,7
30/9/15,mirage,Luminosity,16,Coast,10
30/9/15,train,FolloweSports.com,16,Winterfox,6
30/9/15,cobblestone,CLG,16,ACE,6
29/9/15,train,Titan,2,G2,16
29/9/15,mirage,mySemperFi,1,"No Problem!",16
29/9/15,cobblestone,Sweden,5,Belgium,16
29/9/15,mirage,Russia,5,Slovakia,16
29/9/15,cache,FlipSid3,2,mousesports,16
29/9/15,inferno,mousesports,16,FlipSid3,13
29/9/15,overpass,CSGL,13,Reason,16
29/9/15,mirage,CSGL,8,Reason,16
29/9/15,mirage,EnVyUs,14,Virtus.pro,16
29/9/15,cobblestone,Titan,16,SK,9
29/9/15,dust2,Belgium,16,Iceland,11
29/9/15,dust2,GRS.GP,2,mySemperFi,16
29/9/15,mirage,dignitas,16,Orbit,3
29/9/15,dust2,dignitas,16,Orbit,3
29/9/15,train,Orbit,16,dignitas,3
29/9/15,dust2,HellRaisers,2,NiP,16
29/9/15,mirage,Virtus.pro,8,"Natus Vincere",16
29/9/15,dust2,Iceland,16,"Bosnia & Herzegovina",4
29/9/15,dust2,mousesports,16,"Sententia Mortis",4
29/9/15,cache,"Sententia Mortis",2,mousesports,16
29/9/15,cache,"United Kingdom",13,Finland,16
29/9/15,mirage,PENTA,16,"Playing Ducks",8
29/9/15,cobblestone,PENTA,16,"Playing Ducks",10
29/9/15,mirage,KILLERFISH,22,"EYES ON U",19
29/9/15,dust2,"EYES ON U",16,KILLERFISH,13
29/9/15,cache,Caseking,16,Planetkey,10
29/9/15,cobblestone,Planetkey,6,Caseking,16
29/9/15,dust2,NiP,12,TSM,16
29/9/15,overpass,Virtus.pro,16,SK,8
29/9/15,cache,"Bosnia & Herzegovina",16,Norway,12
29/9/15,cache,mySemperFi,2,"No Problem!",16
29/9/15,mirage,mySemperFi,5,"No Problem!",16
29/9/15,overpass,XPC,6,Reason,16
29/9/15,mirage,Reason,16,XPC,2
29/9/15,inferno,Slovakia,13,"United Kingdom",16
29/9/15,train,G2,16,NiP,13
29/9/15,cobblestone,HellRaisers,9,Virtus.pro,16
29/9/15,cache,Iceland,8,Norway,16
29/9/15,dust2,Germany,10,Finland,16
29/9/15,dust2,Germany,16,"United Kingdom",7
29/9/15,dust2,TSM,16,EnVyUs,13
29/9/15,cache,TSM,16,EnVyUs,9
29/9/15,cache,Enervate,16,"Vega Squadron",2
29/9/15,mirage,"Vega Squadron",16,Enervate,19
29/9/15,mirage,RCTIC,13,Enervate,16
29/9/15,cobblestone,Enervate,16,RCTIC,13
29/9/15,dust2,"Vega Squadron",16,Nostalgie,14
29/9/15,mirage,"Vega Squadron",16,Nostalgie,7
29/9/15,overpass,CLG,16,Enemy,6
29/9/15,train,Enemy,3,CLG,16
29/9/15,mirage,FolloweSports.com,11,"Games Academy",16
29/9/15,dust2,Luminosity,16,Conquest,10
29/9/15,cobblestone,Luminosity,16,Conquest,14
29/9/15,dust2,E-frag.net,16,Enervate,12
29/9/15,cache,Enervate,6,E-frag.net,16
28/9/15,mirage,GLG,9,"United Estonia",16
28/9/15,dust2,k1ck,9,GRS.GP,16
28/9/15,mirage,Germany,14,Russia,16
28/9/15,train,Sweden,16,Iceland,12
28/9/15,mirage,Vexed,9,Reason,16
28/9/15,overpass,Vexed,8,Reason,16
28/9/15,cache,mousesports,16,Property,12
28/9/15,cobblestone,Property,4,mousesports,16
28/9/15,mirage,Choke,8,fish123,16
28/9/15,dust2,Norway,14,Sweden,16
28/9/15,cache,"Asus ROG",16,TeamLessNana,11
28/9/15,dust2,"Asus ROG",17,TeamLessNana,19
28/9/15,cobblestone,Publiclir.se,3,"LDLC White",16
28/9/15,cache,"LDLC White",14,Publiclir.se,16
28/9/15,inferno,"LDLC White",16,Publiclir.se,6
28/9/15,mirage,"United Kingdom",4,Russia,16
28/9/15,cache,mySemperFi,16,GRS.GP,5
28/9/15,dust2,mySemperFi,16,GRS.GP,8
28/9/15,inferno,XENEX,6,Infused,16
28/9/15,dust2,Belgium,16,Belarus,11
28/9/15,dust2,mousesports,4,G2,16
28/9/15,cache,G2,16,mousesports,10
28/9/15,cobblestone,"Bosnia & Herzegovina",6,Belgium,16
28/9/15,dust2,"Red Instinct",5,"LDLC Blue",16
28/9/15,cobblestone,"Red Instinct",13,"LDLC Blue",16
28/9/15,cobblestone,Slovakia,16,Turkey,2
28/9/15,mirage,Enervate,19,Nostalgie,16
28/9/15,cobblestone,Enervate,16,Nostalgie,11
28/9/15,cache,"Bosnia & Herzegovina",15,Belarus,15
28/9/15,dust2,Vexed,16,BX3,14
28/9/15,cache,Vexed,11,BX3,16
28/9/15,cobblestone,BX3,6,Vexed,16
28/9/15,mirage,"No Problem!",16,k1ck,8
28/9/15,cache,k1ck,9,"No Problem!",16
28/9/15,cobblestone,k1ck,16,"No Problem!",11
28/9/15,mirage,Finland,6,Slovakia,16
28/9/15,mirage,Turkey,3,Finland,16
28/9/15,mirage,"Vega Squadron",11,PiTER,16
28/9/15,cache,PiTER,16,"Vega Squadron",13
28/9/15,dust2,RCTIC,16,"Vega Squadron",19
28/9/15,mirage,"Vega Squadron",16,RCTIC,14
28/9/15,mirage,Method,16,vVv,10
28/9/15,inferno,FolloweSports.com,14,Enemy,16
28/9/15,cobblestone,FolloweSports.com,16,Enemy,12
28/9/15,cache,"Games Academy",16,Method,13
28/9/15,train,Method,8,Conquest,16
28/9/15,cache,Conquest,16,Method,10
27/9/15,inferno,MaxAndRelax,16,Orbit,3
27/9/15,mirage,MaxAndRelax,5,Orbit,16
27/9/15,cache,EnVyUs,16,fnatic,9
27/9/15,inferno,EnVyUs,13,fnatic,16
27/9/15,train,fnatic,16,EnVyUs,12
27/9/15,mirage,fnatic,6,EnVyUs,16
27/9/15,cobblestone,fnatic,12,EnVyUs,16
26/9/15,overpass,HellRaisers,13,Vexed,16
26/9/15,dust2,HellRaisers,16,Vexed,7
26/9/15,cobblestone,Vexed,16,HellRaisers,11
26/9/15,cobblestone,Liquid,16,Renegades,4
26/9/15,cache,Renegades,7,Liquid,16
26/9/15,cobblestone,Virtus.pro,6,EnVyUs,16
26/9/15,cache,EnVyUs,16,Virtus.pro,7
26/9/15,mirage,Virtus.pro,16,EnVyUs,9
26/9/15,inferno,Virtus.pro,12,EnVyUs,16
26/9/15,train,Virtus.pro,16,EnVyUs,8
26/9/15,overpass,FlipSid3,16,"CPH Wolves",13
26/9/15,mirage,FlipSid3,16,"CPH Wolves",10
26/9/15,inferno,Immunity,12,dignitas,16
26/9/15,mirage,dignitas,11,Immunity,16
26/9/15,train,dignitas,16,Immunity,12
26/9/15,train,fnatic,16,NiP,7
26/9/15,inferno,NiP,19,fnatic,17
26/9/15,mirage,NiP,13,fnatic,16
26/9/15,cobblestone,fnatic,16,NiP,1
26/9/15,dust2,fnatic,16,NiP,19
25/9/15,overpass,Skyred,12,Vexed,16
25/9/15,cache,Vexed,16,Skyred,14
25/9/15,cobblestone,Titan,16,HellRaisers,7
25/9/15,dust2,Titan,16,HellRaisers,13
25/9/15,overpass,HellRaisers,16,Titan,8
25/9/15,dust2,Vexed,7,HellRaisers,16
25/9/15,cobblestone,Vexed,11,HellRaisers,16
25/9/15,dust2,Titan,16,Skyred,7
25/9/15,inferno,Titan,16,Skyred,8
25/9/15,cobblestone,Conquest,16,Coast,6
25/9/15,inferno,Coast,4,Conquest,16
25/9/15,inferno,Luminosity,16,3sUP,4
25/9/15,cache,Luminosity,16,ex-eLevate,7
25/9/15,train,compLexity,5,Enemy,16
24/9/15,cache,Winterfox,10,Renegades,16
24/9/15,train,Winterfox,13,Renegades,16
24/9/15,mirage,"VERY T0X1C",16,"Gdansk Lions",10
24/9/15,train,"Gdansk Lions",8,"VERY T0X1C",16
24/9/15,train,Torpedo,10,ESC,16
24/9/15,cache,Torpedo,12,ESC,16
24/9/15,mirage,Torpedo,16,ESC,4
24/9/15,mirage,Virtus.pro,16,Orbit,10
24/9/15,cobblestone,Virtus.pro,6,Orbit,16
24/9/15,train,Orbit,10,Virtus.pro,16
24/9/15,inferno,E-frag.net,16,SK,2
24/9/15,overpass,E-frag.net,16,SK,6
24/9/15,cache,ESC,16,"Epiphany Bolt",10
24/9/15,cobblestone,mousesports,16,Liquid,9
24/9/15,cache,mousesports,16,Liquid,10
24/9/15,cache,ATB,10,31337,16
24/9/15,train,31337,16,ATB,6
24/9/15,dust2,MaxAndRelax,16,volgare,10
24/9/15,mirage,MaxAndRelax,19,volgare,16
24/9/15,train,TSM,16,Virtus.pro,3
24/9/15,overpass,TSM,16,Virtus.pro,11
24/9/15,cobblestone,"Epiphany Bolt",13,Torpedo,16
24/9/15,cache,"Epiphany Bolt",14,Torpedo,16
24/9/15,cache,Renegades,13,Liquid,16
24/9/15,overpass,Renegades,5,Liquid,16
24/9/15,cobblestone,Renegades,16,Liquid,14
24/9/15,cobblestone,Winterfox,11,mousesports,16
24/9/15,dust2,Winterfox,17,mousesports,19
24/9/15,cobblestone,Luminosity,16,compLexity,1
24/9/15,dust2,compLexity,5,Luminosity,16
24/9/15,dust2,ex-eLevate,16,3sUP,5
24/9/15,mirage,"Games Academy",15,FolloweSports.com,19
24/9/15,train,compLexity,16,Misery,3
24/9/15,mirage,Method,16,Coast,13
24/9/15,dust2,Method,16,Coast,13
23/9/15,dust2,"CPH Wolves",16,CSGL,1
23/9/15,mirage,"CPH Wolves",16,CSGL,14
23/9/15,dust2,"Sententia Mortis",6,G2,16
23/9/15,cache,G2,16,"Sententia Mortis",8
23/9/15,cache,"CPH Wolves",14,CSGL,16
23/9/15,train,E-frag.net,16,"Worst Players",4
23/9/15,overpass,E-frag.net,13,"Worst Players",16
23/9/15,mirage,ESC,16,XPC,11
23/9/15,cache,KILLERFISH,16,uX,10
23/9/15,train,KILLERFISH,16,uX,3
23/9/15,train,Orbit,9,Property,16
23/9/15,inferno,Orbit,5,Property,16
23/9/15,dust2,E-frag.net,5,G2,16
23/9/15,train,E-frag.net,4,G2,16
23/9/15,cache,Torpedo,16,XPC,5
23/9/15,cobblestone,XPC,1,Torpedo,16
23/9/15,train,FlipSid3,12,CLG,16
23/9/15,cache,FlipSid3,14,CLG,16
23/9/15,mirage,"Playing Ducks",19,Planetkey,16
23/9/15,dust2,"Playing Ducks",10,Planetkey,16
23/9/15,mirage,SK,19,MaxAndRelax,22
23/9/15,train,MaxAndRelax,16,SK,2
23/9/15,mirage,"Epiphany Bolt",16,ESC,2
23/9/15,cobblestone,"Epiphany Bolt",16,ESC,13
23/9/15,mirage,CSGL,10,CLG,16
23/9/15,overpass,CSGL,11,CLG,16
23/9/15,dust2,CLG,17,CSGL,19
23/9/15,mirage,FlipSid3,16,"CPH Wolves",12
23/9/15,train,"CPH Wolves",1,FlipSid3,16
23/9/15,inferno,Coast,16,3sUP,11
23/9/15,mirage,vVv,11,"Games Academy",16
23/9/15,mirage,Method,22,FolloweSports.com,20
23/9/15,dust2,FolloweSports.com,19,Method,15
23/9/15,inferno,Conquest,16,Leader-1,4
23/9/15,cache,3sUP,6,Luminosity,16
23/9/15,inferno,Coast,16,FolloweSports.com,3
23/9/15,cobblestone,ACE,10,Conquest,16
22/9/15,overpass,"LAN DODGERS",16,"CSGOEvo White",12
22/9/15,cache,"LAN DODGERS",16,"CSGOEvo White",13
22/9/15,mirage,Publiclir.se,14,"LAN DODGERS",16
22/9/15,mirage,G2,16,PENTA,9
22/9/15,cache,PENTA,16,G2,11
22/9/15,dust2,Orbit,12,E-frag.net,16
22/9/15,mirage,E-frag.net,16,Orbit,3
22/9/15,train,TSM,16,NiP,5
22/9/15,overpass,ATB,12,Vexed,16
22/9/15,dust2,ATB,5,Vexed,16
22/9/15,dust2,ROCCAT,14,Immunity,16
22/9/15,dust2,NiP,14,fnatic,16
22/9/15,mirage,Immunity,16,ROCCAT,8
22/9/15,cobblestone,"Natus Vincere",4,fnatic,16
